"custAge","profession","marital","schooling","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pmonths","pastEmail","responded","profit","id"
34,"entrepreneur","single","professional.course","no","yes","no","telephone","jun","mon",8,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,999,0,"no",NA,513
39,"technician","divorced","professional.course","unknown","no","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,514
50,"blue-collar","married","high.school","unknown","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,515
42,"technician","single","unknown","no","no","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,516
30,"student","single",NA,"no","no","no","cellular","mar","thu",1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,0.466666666666667,1,"yes",161,517
NA,"blue-collar","married","unknown","no","no","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,518
NA,"services","married",NA,"unknown","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,519
29,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,999,0,"no",NA,520
NA,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,521
57,"management","married",NA,"no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,522
43,"technician","single","professional.course","no","unknown","unknown","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,999,0,"no",NA,523
37,"blue-collar","divorced","basic.9y","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,524
45,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,525
34,"admin.","divorced","basic.6y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,526
55,"housemaid","single","university.degree","no","yes","no","telephone","aug","tue",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,999,0,"no",NA,527
NA,"blue-collar","married","basic.6y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,528
NA,"self-employed","married","professional.course","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,529
48,"management","married","high.school","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"yes",247,530
NA,"technician","single","professional.course","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,999,2,"no",NA,531
33,"self-employed","single","university.degree","no","yes","yes","cellular","nov",NA,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,532
59,"retired","married","unknown","no","yes","yes","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,533
34,"admin.","single","university.degree","no","no","yes","cellular","aug",NA,1,999,1,"failure",-2.9,92.201,-31.4,0.859,5076.2,999,4,"no",NA,534
56,"admin.","married",NA,"no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,535
NA,"admin.","married",NA,"no","yes","yes","cellular","apr",NA,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,999,0,"yes",481,536
NA,"self-employed","married",NA,"no","no","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,537
57,"retired","married","unknown","unknown","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,538
55,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","tue",6,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,539
41,"blue-collar","married",NA,"no","yes","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,540
56,"admin.","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,541
NA,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,542
50,"management","married","high.school","unknown","yes","no","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,543
38,"admin.","single","university.degree","no","yes","no","telephone","jul","mon",2,999,0,"nonexistent",-2.9,92.469,-33.6,0.914,5076.2,999,0,"no",NA,544
NA,"admin.","married",NA,"no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,545
50,"admin.","divorced","university.degree","no","no","yes","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,999,0,"yes",376,546
NA,"admin.","single","high.school","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.782,4991.6,999,0,"no",NA,547
44,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,548
58,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,549
35,"self-employed","single","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,999,0,"no",NA,550
30,"management","single",NA,"no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,551
36,"admin.","single","high.school","no","no","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,552
61,"retired","married",NA,"no","yes","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,999,0,"no",NA,553
61,"blue-collar","married","basic.4y","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,999,0,"no",NA,554
27,"student","single","unknown","unknown","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,999,0,"yes",-12,555
NA,"admin.","divorced","basic.9y","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,556
NA,"blue-collar","married","basic.9y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,999,0,"no",NA,557
55,"blue-collar","married","basic.4y","no","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,558
36,"services","single",NA,"no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,559
59,"housemaid","married","basic.4y","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,999,0,"no",NA,560
42,"entrepreneur","married","university.degree","unknown","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,561
NA,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,562
40,"services","married","high.school","unknown","no","no","cellular","jun","wed",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,999,0,"no",NA,563
35,"blue-collar","divorced",NA,"no","no","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,564
NA,"technician","single","professional.course","no","no","no","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,999,4,"no",NA,565
NA,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,566
40,"technician","married",NA,"no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,567
NA,"admin.","married","basic.9y","no","yes","no","telephone","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,568
45,"entrepreneur","married","basic.4y","unknown","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,999,0,"no",NA,569
NA,"admin.","married","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,570
NA,"unknown","married","unknown","no","no","no","telephone","nov",NA,1,999,0,"nonexistent",-0.1,93.2,-42,4.663,5195.8,999,0,"yes",199,571
36,"services","single","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,572
34,"technician","single",NA,"no","no","no","telephone","jun","thu",8,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,999,0,"no",NA,573
40,"technician","married","professional.course","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,574
NA,"technician","single","professional.course","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,575
49,"technician","married",NA,"unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,576
59,"technician","divorced","professional.course","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,577
45,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",12,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,578
49,"management","married",NA,"no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,579
28,"management","single",NA,"no","yes","no","cellular","sep","tue",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.819,5017.5,999,0,"no",NA,580
50,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,581
NA,"technician","divorced","professional.course","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,582
NA,"entrepreneur","married","basic.9y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,583
28,"blue-collar","married",NA,"unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,584
28,"blue-collar","single",NA,"no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,585
52,"management","married","university.degree","no","unknown","unknown","cellular","aug","thu",2,999,0,"nonexistent",-1.7,94.027,-38.3,0.899,4991.6,999,0,"no",NA,586
36,"technician","married",NA,"no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,587
29,"technician","single","professional.course","no","yes","no","cellular","sep","mon",7,3,5,"success",-1.1,94.199,-37.5,0.879,4963.6,0.1,5,"no",NA,588
NA,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,589
NA,"student","single","high.school","no","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,999,3,"no",NA,590
55,"entrepreneur","divorced","high.school","unknown","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,591
29,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,592
NA,"technician","married",NA,"no","yes","no","telephone","aug","fri",7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,593
NA,"technician","married","professional.course","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,594
29,"admin.","single",NA,"no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,595
34,"technician","married",NA,"no","no","no","cellular","nov","tue",1,6,2,"success",-1.1,94.767,-50.8,1.046,4963.6,0.2,6,"yes",246,596
NA,"technician","married",NA,"no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,597
29,"services","single","university.degree","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,598
NA,"admin.","divorced",NA,"no","unknown","unknown","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,599
47,"self-employed","married","university.degree","no","yes","no","telephone","may","thu",5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,600
NA,"services","divorced","basic.9y","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,601
44,"technician","married",NA,"no","no","no","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,602
NA,"admin.","single","university.degree","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,999,1,"no",NA,603
34,"management","divorced","unknown","no","yes","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,999,2,"no",NA,604
37,"blue-collar","married",NA,"no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,605
NA,"admin.","married","university.degree","no","no","yes","cellular","jul","wed",8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,606
32,"admin.","single",NA,"no","no","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,607
NA,"admin.","single",NA,"no","yes","no","cellular","may","wed",4,999,1,"failure",-1.8,93.876,-40,0.672,5008.7,999,3,"no",NA,608
56,"admin.","married","high.school","no","yes","no","telephone","jun","wed",11,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,609
37,"self-employed","married",NA,"no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,610
32,"admin.","married",NA,"no","yes","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,611
60,"services","married","high.school","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,612
44,"self-employed","married","basic.9y","unknown","no","no","cellular","aug","mon",10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,613
37,"admin.","divorced",NA,"no","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,999,0,"no",NA,614
39,"admin.","married","high.school","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,615
43,"management","married","university.degree","no","yes","yes","cellular","apr","mon",5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,616
34,"admin.","single","university.degree","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,999,0,"no",NA,617
50,"entrepreneur","married",NA,"no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,618
29,"admin.","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.69,5008.7,999,0,"no",NA,619
31,"technician","single",NA,"no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,999,0,"no",NA,620
54,"admin.","married",NA,"no","no","no","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,621
33,"admin.","single","high.school","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,999,1,"no",NA,622
37,"admin.","married","university.degree","no","no","no","telephone","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,623
38,"blue-collar","married",NA,"no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,624
35,"admin.","married","high.school","unknown","yes","no","telephone","may",NA,14,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,625
32,"admin.","married","high.school","no","no","no","telephone","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,626
45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,999,0,"no",NA,627
26,"blue-collar","single","basic.9y","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,628
38,"admin.","single",NA,"no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,999,0,"no",NA,629
36,"blue-collar","married",NA,"no","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"no",NA,630
NA,"student","single","university.degree","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.825,5076.2,999,0,"yes",402,631
28,"admin.","married","university.degree","no","no","no","cellular","apr","thu",1,2,2,"success",-1.8,93.075,-47.1,1.365,5099.1,0.0666666666666667,0,"yes",193,632
37,"blue-collar","single","basic.6y","unknown","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,633
NA,"blue-collar","single",NA,"no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,999,0,"no",NA,634
NA,"management","married","university.degree","unknown","no","yes","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"yes",303,635
51,"technician","married","professional.course","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,636
NA,"admin.","married",NA,"unknown","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,637
35,"entrepreneur","married",NA,"no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,638
39,"technician","married",NA,"no","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,639
26,"admin.","single",NA,"no","no","no","telephone","oct","fri",2,4,1,"success",-3.4,92.431,-26.9,0.73,5017.5,0.133333333333333,1,"yes",129,640
36,"services","married","high.school","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,641
NA,"management","married","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,642
29,"admin.","married","high.school","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,643
